result,Käufer,osm_id,display_na,lat,long
AV,,,"90,  Grünberger Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.5107418,13.4622426
AV,,,"50,  Hasenheide, Friedrichshain-Kreuzberg, Berlin, Germany",52.48915165,13.410756826674568
AV,,,"15,  Heimstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.4871704,13.3969674
AV,,,"32,  Katzbachstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.4902612,13.3770016
AV,,,"20,  Kottbusser Damm, Friedrichshain-Kreuzberg, Berlin, Germany",52.4917687,13.4225758
AV,,,"35,  Kottbusser Damm, Friedrichshain-Kreuzberg, Berlin, Germany",52.4885832,13.4245676
AV,,,"36,  Kottbusser Damm, Friedrichshain-Kreuzberg, Berlin, Germany",52.4883754,13.4246967
AV,,,"1,  Lachmannstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.4916607,13.4222625
AV,,,"52,  Lausitzer Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.4988756,13.4305524
AV,,,"110,  Manteuffelstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.5030348,13.4298034
AV,,,"12,  Mittenwalder Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.4928366,13.3966797
AV,,,"46,  Mittenwalder Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.4921114,13.3968587
AV,,,"42,  Naunynstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.503004950000005,13.41802420831717
AV,,,"86,  Naunynstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.5005064,13.425783870705422
AV,,,"67,  Obentrautstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.4970759,13.3809682
AV,,,"19,  Oderstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.5111652,13.4678047
AV,,,"2,  Ohlauer Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.497204749999995,13.431572792662333
AV,,,"33,  Oranienstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.50164595,13.41849445740624
AV,,,"68,  Petersburger Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.5199103,13.4516124
AV,,,"69,  Petersburger Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.5198489,13.4525713
AV,,,"89,  Petersburger Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.5176558,13.4538053
AV,,,"18,  Pintschstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.522874,13.4482126
AV,,,"108,  Reichenberger Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.4940447,13.4360828
AV,,,"181,  Reichenberger Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.4998996,13.4159457
AV,,,"182,  Reichenberger Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.4999743,13.4156983
AV,,,"183,  Reichenberger Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.5000448,13.4154561
AV,,,"3,  Reichenberger Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.4997746,13.415369544957382
AV,,,"4,  Reichenberger Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.4997746,13.415369544957382
AV,,,"114,  Ritterstr, Friedrichshain-Kreuzberg, Berlin, Germany",52.5011079,13.4108558
AV,,,"115,  Ritterstr, Friedrichshain-Kreuzberg, Berlin, Germany",52.5010394,13.4110846
AV,,,"14,  Schlesische str., Friedrichshain-Kreuzberg, Berlin, Germany",52.4994004,13.4448583
AV,,,"17,  Seumestr., Friedrichshain-Kreuzberg, Berlin, Germany",52.5106086,13.4624091
AV,,,"18,  Seumestr., Friedrichshain-Kreuzberg, Berlin, Germany",52.5104553,13.4623097
AV,,,"100,  Skalitzer Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.49965135,13.428384817056827
AV,,,"46a,  Skalitzer Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.4989295,13.4306954
AV,,,"74,  Skalitzer Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.5009306,13.4406906
AV,,,"74A,  Skalitzer Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.5009918,13.4409582
AV,,,"19,  Sorauer str., Friedrichshain-Kreuzberg, Berlin, Germany",52.4980078,13.4377968
AV,,,"2,  Sorauer str., Friedrichshain-Kreuzberg, Berlin, Germany",52.4994689,13.4388335
AV,,,"31,  Sorauer Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.4994725,13.4391647
AV,,,"29,  Straßmannstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.5227734,13.4516775
AV,,,"26,  Urbanstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.492039950000006,13.410891600923144
AV,,,"83,  Urbanstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.488391,13.4243568
AV,,,"114,  Waldemarstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.5008738,13.4287471
AV,,,"50,  Waldemarstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.502988,13.42104224278439
AV,,,"19,  Weichselstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.5102593,13.4677161
AV,,,"22,  Wiener Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.49735535,13.431448318324605
AV,,,"43,  Wrangelstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.4994959,13.4394767
AV,,,"5,  Wrangelstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.5043032,13.4276641
AV,,,"82,  Wrangelstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.4986294,13.442209
AV,,,"83,  Wrangelstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.4987297,13.4418368
AV,,,"23,  Cantianstraße, Pankow, Berlin, Germany",52.5465421,13.4097493
AV,,,"10,  Gaudystraße, Pankow, Berlin, Germany",52.5463662,13.4096314
AV,,,"34,  Bötzowstraße, Pankow, Berlin, Germany",52.53216205,13.43511934086663
AV,,,"25,  Christinenstraße, Pankow, Berlin, Germany",52.5330873,13.4106008
AV,,,",  Kollwitzstraße 2, Pankow, Berlin, Germany",52.5313002,13.4126801
AV,,,"17,  Saarbrücker straße, Pankow, Berlin, Germany",52.5312006,13.4126119
AV,,,"17,  Paul-Robeson-straße, Pankow, Berlin, Germany",52.5527557,13.4073451
AV,,,"41a,  Görschstraße, Pankow, Berlin, Germany",52.5652713,13.4009534
AV,,,"41b,  Görschstraße, Pankow, Berlin, Germany",52.5654476,13.4009356
AV,,,"40,  Görschstraße, Pankow, Berlin, Germany",52.5649462,13.4009918
AV,,,"41,  Görschstraße, Pankow, Berlin, Germany",52.5650934,13.4009656
AV,,,"18,  Baumbachstr., Pankow, Berlin, Germany",52.5535278,13.4206181
AV,,,"19,  Cantianstraße, Pankow, Berlin, Germany",52.5469071,13.4100471
AV,,,"8,  Czarnikauer Str., Pankow, Berlin, Germany",52.5535846,13.404591
AV,,,"8a,  Czarnikauer Str., Pankow, Berlin, Germany",52.5535969,13.4043931
AV,,,"108,  Danziger Str., Pankow, Berlin, Germany",52.536692,13.4306884
AV,,,"6,  Gethsemanestraße, Pankow, Berlin, Germany",52.5480041,13.4176193
AV,,,"17,  Schulzestr., Pankow, Berlin, Germany",52.56722165,13.391489759595641
AV,,,"21a,  Wollankstraße, Pankow, Berlin, Germany",52.5652798,13.394258949926522
AV,,,"224,  Hermannstraße, Neukölln, Berlin, Germany",52.4802058,13.4255151
AV,,,"49,  Flughafenstraße, Neukölln, Berlin, Germany",52.480656,13.42626
AV,,,"24,  Anzengruber, Neukölln, Berlin, Germany",52.4802991,13.4376009
AV,,,"216,  Sonnenallee, Neukölln, Berlin, Germany",52.4739565,13.4552702
AV,,,"218,  Sonnenallee, Neukölln, Berlin, Germany",52.4738827,13.4554439
AV,,,"18,  Nogatstr., Neukölln, Berlin, Germany",52.4695756,13.433185
AV,,,"142,  Sonnenallee, Neukölln, Berlin, Germany",52.479136,13.44477
AV,,,"42,  Roseggerstr., Neukölln, Berlin, Germany",52.4790294,13.4447801
AV,,,"43,  Roseggerstr., Neukölln, Berlin, Germany",52.4789283,13.4446309
AV,,,"6,  Wildenbruchplatz, Neukölln, Berlin, Germany",52.4833398,13.4448152
AV,,,"7,  Wildenbruchplatz, Neukölln, Berlin, Germany",52.4832256,13.4450383
AV,,,"13,  Finowstr., Neukölln, Berlin, Germany",52.4829829,13.4442193
AV,,,"14,  Finowstr., Neukölln, Berlin, Germany",52.4831125,13.4443958
AV,,,"15,  Finowstr., Neukölln, Berlin, Germany",52.4832137,13.4445336
AV,,,"3,  Kleine Innstr., Neukölln, Berlin, Germany",52.4827107,13.444559
AV,,,"4,  Kleine Innstr., Neukölln, Berlin, Germany",52.4827937,13.4443912
AV,,,"5,  Kleine Innstr., Neukölln, Berlin, Germany",52.482884,13.4442086
AV,,,"63,  Bremer Str., Mitte, Berlin, Germany",52.52894905,13.337648396934714
AV,,,"64,  Bremer Str., Mitte, Berlin, Germany",52.52894905,13.337648396934714
AV,,,"38,  Emdener Str., Mitte, Berlin, Germany",52.5318109,13.3343207
AV,,,"39,  Emdener Str., Mitte, Berlin, Germany",52.5316382,13.3342781
AV,,,"14,  Kiautschoustr., Mitte, Berlin, Germany",52.540518,13.3557183
AV,,,"18,  Kiautschoustr., Mitte, Berlin, Germany",52.5407721,13.3567956
AV,,,"24,  Lübecker Str., Mitte, Berlin, Germany",52.5306659,13.345974601491967
AV,,,"62,  Pankstr., Mitte, Berlin, Germany",52.5507206,13.3784749
AV,,,"1,  Thurneysserstr., Mitte, Berlin, Germany",52.5507206,13.3782794
AV,,,"103,  Potsdamer Str., Mitte, Berlin, Germany",52.5004028,13.3636153
AV,,,"6,  Sprengelstr., Mitte, Berlin, Germany",52.5425709,13.3580526
AV,,,"99,  Wollankstr., Mitte, Berlin, Germany",52.5641716,13.3930613
AV,,,"74,  Steeger Str., Mitte, Berlin, Germany",52.5639953,13.3930919
AV,,,"18,  Torfstr., Mitte, Berlin, Germany",52.5415173,13.3500284
AV,,,"6,  Stephanstr., Mitte, Berlin, Germany",52.5346377,13.3527933
AV,,,"38,  Bosestr., Tempelhof-Schöneberg, Berlin, Germany",52.46270415,13.377732848026188
AV,,,"39,  Bosestr., Tempelhof-Schöneberg, Berlin, Germany",52.462651300000005,13.377959091372801
AV,,,"57,  Ebersstr., Tempelhof-Schöneberg, Berlin, Germany",52.478295,13.346126928447134
AV,,,"72,  Ebersstr., Tempelhof-Schöneberg, Berlin, Germany",52.4796022,13.351561453591057
AV,,,"69,  Gotenstraße, Tempelhof-Schöneberg, Berlin, Germany",52.4825881,13.3604143
AV,,,"1,  Goltzstr., Tempelhof-Schöneberg, Berlin, Germany",52.4901191,13.3533548
AV,,,"16,  Grunewaldstr., Tempelhof-Schöneberg, Berlin, Germany",52.4900115,13.353607
AV,,,"37,  Leberstr., Tempelhof-Schöneberg, Berlin, Germany",52.4829383,13.3615701
AV,,,"67,  Leberstr., Tempelhof-Schöneberg, Berlin, Germany",52.4806761,13.3615336
AV,,,"57A,  Manteuffelstr., Tempelhof-Schöneberg, Berlin, Germany",52.46214125,13.3772701
AV,,,"4,  Naumannstraße, Tempelhof-Schöneberg, Berlin, Germany",52.4859805,13.3633691
AV,,,"3,  Willmanndamm, Tempelhof-Schöneberg, Berlin, Germany",52.4905264,13.3639147
AV,,,"44,  Roseggerstr., Neukölln, Berlin, Germany",52.4788243,13.4444784
VK,,,"39,  Mehringdamm, Friedrichshain-Kreuzberg, Berlin, Germany",52.492419350000006,13.38791364840468
VK,,,"56,  Corinthstraße, Friedrichshain-Kreuzberg, Berlin, Germany",52.4990204,13.4640777
VK,,,"18,  Solmsstraße, Friedrichshain-Kreuzberg, Berlin, Germany",52.4912396,13.3923342
VK,,,"37,  Boxhagener Str., Friedrichshain-Kreuzberg, Berlin, Germany",52.5118548,13.4617517
VK,,,"19,  Gärtnerstr., Friedrichshain-Kreuzberg, Berlin, Germany",52.5118396,13.4615911
VK,,,"16,  Belforter Straße, Pankow, Berlin, Germany",52.53193365,13.418866347284487
VK,,,"56,  Gleimstraße, Pankow, Berlin, Germany",52.5468924,13.4031714
VK,,,"71,  Meyerbeerstraße, Pankow, Berlin, Germany",52.5480129,13.4587071
VK,,,"84,  Berliner straße, Pankow, Berlin, Germany",52.5565441,13.4147685
VK,,,"67,  Lychener straße, Pankow, Berlin, Germany",52.5460998,13.4200406
VK,,,"65,  Stargarder straße, Pankow, Berlin, Germany",52.5460001,13.4197867
VK,,,"66,  Stargarder Straße, Pankow, Berlin, Germany",52.5460897,13.4195887
VK,,,"29,  Hadlichstraße, Pankow, Berlin, Germany",52.5711304,13.4158283
VK,,,"58,  Berliner Allee, Pankow, Berlin, Germany",52.5487194,13.4538115
VK,,,"88,  Berliner Allee, Pankow, Berlin, Germany",52.5494164,13.4570695
VK,,,"1,  Kuglerstraße, Pankow, Berlin, Germany",52.5528437,13.4150722
VK,,,"89,  Schönhauser Allee, Pankow, Berlin, Germany",52.553023,13.4148706
VK,,,"135,  Schönhauser Allee, Pankow, Berlin, Germany",52.5439313,13.4120326
VK,,,"135a,  Schönhauser Allee, Pankow, Berlin, Germany",52.5438441,13.412014
VK,,,"68,  Florastr., Pankow, Berlin, Germany",52.5655565,13.4057386
VK,,,"164,  Weserstraße, Neukölln, Berlin, Germany",52.4831379,13.441602
VK,,,"85,  Wildenbruchstraße, Neukölln, Berlin, Germany",52.483261,13.4420187
VK,,,"86,  Wildenbruchstraße, Neukölln, Berlin, Germany",52.4831376,13.4418549
VK,,,"8,  Boddinstraße, Neukölln, Berlin, Germany",52.4808447,13.4326463
VK,,,"48,  Hermannstraße, Neukölln, Berlin, Germany",52.4784135,13.4255481
VK,,,"2,  Laubestraße, Neukölln, Berlin, Germany",52.4830313,13.4393564
VK,,,"Choriner Str. 12, Pankow, Berlin, Germany",52.5330244,13.4071533
AV,,,"16, Kienitzer Straße, Neukölln, Berlin, Germany",52.4773819,13.4362429
AV,,,"43, Weisestraße",52.4754339,13.424724
AV,,,"44, Weisestraße",52.4756052,13.4246718
AV,,,"26, Alte Schönhauser Straße",52.5257021,13.4068208
AV,,,"Walkenrieder Str. 34",52.46087107,13.43166235
AV,,,"Donaustr. 107",52.4824853,13.4356166
AV,,,"20,  Anzengruberstr., Neukölln, Berlin, Germany",52.4805767,13.439326
AV,,,"94,  Donaustr., Neukölln, Berlin, Germany",52.4806273,13.4390327
AV,,,"76,  Braunschweiger Str., Neukölln, Berlin, Germany",52.4707023,13.4433402
AV,,,"22,  Bruno-Bauer-Str., Neukölln, Berlin, Germany",52.4662812,13.4385724
AV,,,"9,  Reinholdstr., Neukölln, Berlin, Germany",52.4664239,13.4386806
AV,,,"113,  Donaustr., Neukölln, Berlin, Germany",52.4832835,13.4339962
AV,,,"16,  Emserstr., Neukölln, Berlin, Germany",52.4694136,13.4371487
AV,,,"17,  Emserstr., Neukölln, Berlin, Germany",52.4693817,13.4369337
AV,,,"29,  Selkestr., Neukölln, Berlin, Germany",52.4694977,13.4371554
AV,,,"111,  Emserstr., Neukölln, Berlin, Germany",52.4685465,13.432206
AV,,,"21,  Finowstr., Neukölln, Berlin, Germany",52.4829178,13.4436522
AV,,,"22,  Finowstraße, Neukölln, Berlin, Germany",52.4828008,13.4434934
AV,,,"23,  Finowstraße, Neukölln, Berlin, Germany",52.4826502,13.4433647
AV,,,"22,  Germaniapromenade, Neukölln, Berlin, Germany",52.4606277,13.4320141
AV,,,"24,  Germaniapromenade, Neukölln, Berlin, Germany",52.4605983,13.4317556
AV,,,"35,  Walkenrieder Str., Neukölln, Berlin, Germany",52.4606753,13.4316379
AV,,,"82,  Harzer Str., Neukölln, Berlin, Germany",52.4847206,13.449925911444005
AV,,,"83,  Harzer Str., Neukölln, Berlin, Germany",52.4848261,13.4495808
AV,,,"18,  Hertastr., Neukölln, Berlin, Germany",52.4652059,13.4338882
AV,,,"19,  Hertastr., Neukölln, Berlin, Germany",52.4653491,13.4340644
AV,,,"18,  Karlsgartenstr., Neukölln, Berlin, Germany",52.4819898,13.4230187
AV,,,"43,  Kiehlufer, Neukölln, Berlin, Germany",52.485823,13.4435713
AV,,,"5,  Lenaustr., Neukölln, Berlin, Germany",52.4899872,13.425494
AV,,,"20,  Manitiusstr., Neukölln, Berlin, Germany",52.4912162,13.4329204
AV,,,"9,  Pannierstr., Neukölln, Berlin, Germany",52.4870525,13.4314718
AV,,,"9a,  Pannierstraße , Neukölln, Berlin, Germany",52.4871909,13.4316267
AV,,,"18,  Weserstr., Neukölln, Berlin, Germany",52.4871431,13.4320091
AV,,,"11,  Schudomastr., Neukölln, Berlin, Germany",52.4735997,13.4508099
AV,,,"142,  Sonnenallee, Neukölln, Berlin, Germany",52.479136,13.44477
AV,,,"208,  Sonnenallee, Neukölln, Berlin, Germany",52.4745896,13.4539517
AV,,,"2,  Weichselplatz, Neukölln, Berlin, Germany",52.4876917,13.4383176
AV,,,"55,  Weichselstr., Neukölln, Berlin, Germany",52.4858079,13.4347964
AV,,,"65,  Weisestr., Neukölln, Berlin, Germany",52.4802271,13.4232487
AV,,,"153,  Weserstr., Neukölln, Berlin, Germany",52.4818749,13.4441567
AV,,,"8,  Innstr., Neukölln, Berlin, Germany",52.4818569,13.4444584
AV,,,"3,  Wildenbruchplatz, Neukölln, Berlin, Germany",52.4837905,13.4439694
AV,,,"19,  Finowstr., Neukölln, Berlin, Germany",52.4831513,13.4439697
AV,,,"20,  Finowstr., Neukölln, Berlin, Germany",52.4830346,13.4438113
AV,,,"22,  Finowstr., Neukölln, Berlin, Germany",52.4828008,13.4434934
AV,,,"8,  Wildenbruchstr., Neukölln, Berlin, Germany",52.4831891,13.4422815
AV,,,"9,  Wildenbruchstr., Neukölln, Berlin, Germany",52.4832939,13.4424989
AV,,,"10,  Wildenbruchstr., Neukölln, Berlin, Germany",52.4834113,13.4426546
AV,,,"11,  Wildenbruchstr., Neukölln, Berlin, Germany",52.4835288,13.4428103
AV,,,"12,  Wildenbruchstr., Neukölln, Berlin, Germany",52.483646,13.4429657
AV,,,"4a,  Maxstraße, Mitte, Berlin, Germany",52.5493796,13.3666129
AV,,,"4b,  Maxstraße, Mitte, Berlin, Germany",52.5492668,13.3663036
AV,,,"4c,  Maxstraße, Mitte, Berlin, Germany",52.5494719,13.3660938
AV,,,"4d,  Maxstraße, Mitte, Berlin, Germany",52.5495913,13.3660249
AV,,,"4e,  Maxstraße, Mitte, Berlin, Germany",52.5498253,13.3659702
AV,,,"4f,  Maxstraße, Mitte, Berlin, Germany",52.5499158,13.3662783
AV,,,"4g,  Maxstraße, Mitte, Berlin, Germany",52.5499582,13.3664772
AV,,,"4h,  Maxstraße, Mitte, Berlin, Germany",52.5500047,13.3668064
AV,,,"4i,  Maxstraße, Mitte, Berlin, Germany",52.549811,13.3670092
AV,,,"4k,  Maxstraße, Mitte, Berlin, Germany",52.5496821,13.367085
AV,,,"4l,  Maxstraße, Mitte, Berlin, Germany",52.5494442,13.3671289
AV,,,"4m,  Maxstraße, Mitte, Berlin, Germany",52.5494147,13.3667772
AV,,,"81,  Reinickendorfer Straße, Mitte, Berlin, Germany",52.55006215,13.367767331125776
AV,,,"83,  Reinickendorfer Straße, Mitte, Berlin, Germany",52.549795950000004,13.36764594268114
AV,,,"84,  Reinickendorfer Straße, Mitte, Berlin, Germany",52.5497294,13.3680996
AV,,,"85,  Reinickendorfer Straße, Mitte, Berlin, Germany",52.5495704,13.3681874
AV,,,"86,  Reinickendorfer Straße, Mitte, Berlin, Germany",52.5494482,13.368262
AV,,,"87,  Reinickendorfer Straße, Mitte, Berlin, Germany",52.5492407,13.368235
VK,,,"19a, Holteistraße, Friedrichshain-Kreuzberg, Berlin, Germany",52.5095426,13.4668827
VK,,,"44, Cuvrystraße, Friedrichshain-Kreuzberg, Berlin, Germany",52.4981585,13.4448991
VK,,,"45, Cuvrystraße, Friedrichshain-Kreuzberg, Berlin, Germany",52.4982768,13.4449844
VK,,,"2, Eisenbahnstraße, Friedrichshain-Kreuzberg, Berlin, Germany",52.5015854,13.4319506
VK,,,"3, Eisenbahnstraße, Friedrichshain-Kreuzberg, Berlin, Germany",52.5016781,13.4320457
VK,,,"46-47, Eisenbahnstraße, Friedrichshain-Kreuzberg, Berlin, Germany",52.5012618,13.4312434
VK,,,"10, Muskauer Straße, Friedrichshain-Kreuzberg, Berlin, Germany",52.5013834,13.431999
AV,,,"Liebenwalder Str. 24, 13347, Berlin, Germany",52.5520812,13.3598729
AV,,,"Liebenwalder Str. 25, 13347, Berlin, Germany",52.5522624,13.3599264
AV,,,"Liebenwalder Str. 26, 13347, Berlin, Germany",52.5522262,13.359646
AV,,,"Liebenwalder Str. 27, 13347, Berlin, Germany",52.5522594,13.3593815
AV,,,"Liebenwalder Str. 28, 13347, Berlin, Germany",52.5520591,13.3594582
AV,,,"Liebenwalder Str. 29, 13347, Berlin, Germany",52.5519842,13.3590648
